para_id,row,sentence
0,0,[CLS]    8月
0,0,  8月22日，
0,0,22日，据
0,0,，据央视新闻报道，
0,0,报道，总台
0,0,，总台记者目击，
0,0,目击，天津市
0,0,，天津市位于南开区[SEP]
0,1,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，
0,1,火情，目前
0,1,，目前从大楼的一[SEP]
0,2,[CLS]侧外立面到顶楼均可见明火，
0,2,明火，消防
0,2,，消防部门正在全力进行灭火工作。[SEP]
0,2,工作。[SEP]
0,2,。[SEP]
0,3,[CLS]    据
0,3,  据现场视频显示，
0,3,显示，整个
0,3,，整个大楼一侧有较严重的明火燃烧，
0,3,燃烧，现场
0,3,，现场黑烟[SEP]
0,4,[CLS]滚滚，
0,4,滚滚，路上
0,4,，路上停有多辆消防救援车辆。[SEP]
0,4,车辆。[SEP]
0,4,。[SEP]
0,5,[CLS]    工作人员
0,5,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP]
0,5,通报。[SEP]
0,5,。[SEP]
1,0,[CLS]【知乎
1,0,[CLS]【知乎】
1,0,知乎】董明珠
1,0,】董明珠称「
1,0,称「不
1,0,「不招只想要多少工资的，
1,0,的，希望
1,0,，希望年轻人知道自己能[SEP]
1,1,[CLS]干什么」
1,1,什么」，你
1,1,，你怎么看待这一言论？[SEP]
1,1,言论？[SEP]
1,1,？[SEP]
1,2,[CLS]【知乎
1,2,[CLS]【知乎】
1,2,知乎】特朗普
1,2,】特朗普称将于24日自首，
1,2,自首，这
1,2,，这对其政治生涯意味着什么？
1,2,什么？对
1,2,？对美[SEP]
1,3,[CLS]政坛有何影响？[SEP]
1,3,影响？[SEP]
1,3,？[SEP]
1,4,[CLS]【知乎
1,4,[CLS]【知乎】
1,4,知乎】中国
1,4,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP]
1,4,自救，[SEP]
1,4,，[SEP]
1,5,[CLS]对此如何解读？[SEP]
1,5,解读？[SEP]
1,5,？[SEP]
2,0,[CLS]【树洞
2,0,[CLS]【树洞】
2,0,树洞】今天
2,0,】今天北京天气好好，
2,0,好好，去
2,0,，去买咖啡店员说帮我用张券只花了六块[SEP]
2,1,[CLS]钱，
2,1,钱，没有
2,1,，没有对象的七夕也可以很开心。[SEP]
2,1,开心。[SEP]
2,1,。[SEP]
2,2,[CLS]【树洞
2,2,[CLS]【树洞】
2,2,树洞】我
2,2,】我也不知道为什么，
2,2,为什么，好像
2,2,，好像特别招东北人喜欢，
2,2,喜欢，前
2,2,，前男友是东北[SEP]
2,3,[CLS]的，
2,3,的，还有
2,3,，还有好几个东北的说喜欢我。[SEP]
2,3,我。[SEP]
2,3,。[SEP]
2,4,[CLS]【树洞
2,4,[CLS]【树洞】
2,4,树洞】感觉
2,4,】感觉学校里男生有对象的群体总体颜值并不比无恋爱经历的[SEP]
2,5,[CLS]男生颜值高很多，
2,5,很多，长相
2,5,，长相一般的男生都是怎么找到的啊。[SEP]
2,5,啊。[SEP]
2,5,。[SEP]
3,0,[CLS]    日本
3,0,  日本全国渔业协会联合会会长坂本雅信21日重申，
3,0,重申，反对
3,0,，反对在未获得[SEP]
3,1,[CLS]国民理解的情况下将福岛核污染水排海，
3,1,海，这一
3,1,，这一点毫无改变。[SEP]
3,1,改变。[SEP]
3,1,。[SEP]
3,2,[CLS]    坂本雅信
3,2,  坂本雅信当天在与日本首相岸田文雄的会见中作出上述表态。
3,2,表态。尽
3,2,。尽[SEP]
3,3,[CLS]管岸田文雄在会见中承诺将持续采取必要对策帮助渔业从业者，
3,3,从业者，但
3,3,，但坂[SEP]
3,4,[CLS]本雅信依然表达了反对核污染水排海的立场。[SEP]
3,4,立场。[SEP]
3,4,。[SEP]
4,0,[CLS]    环境
4,0,  环境真的顶！
4,0,顶！有点
4,0,！有点经济适用带一点点高档的感觉尤其是进门的海[SEP]
4,1,[CLS]鲜台。
4,1,(海)鲜台。靠
4,1,。靠窗的座位要提前预定，
4,1,预定，视野
4,1,，视野一般但主要是开阔。[SEP]
4,1,开阔。[SEP]
4,1,。[SEP]
4,2,[CLS]    蒸汽
4,2,  蒸汽海鲜特点是食材新鲜十干净。
4,2,干净。清沙
4,2,。清沙清的不错。
4,2,不错。虽然
4,2,。虽然蛤蚓偶尔[SEP]
4,3,[CLS]有一点沙子。
4,3,沙子。喜欢
4,3,。喜欢里面的鲍鱼白蚬子，
4,3,蚬子，海带
4,3,，海带苗。
4,3,苗。韭菜
4,3,。韭菜鸡蛋素蒸饺、
4,3,蒸饺、酱
4,3,、酱[SEP]
4,4,[CLS]肉豆角蒸饺都尝试了，
4,4,了，首先
4,4,，首先饺子比较大一只，
4,4,只，吃完
4,4,，吃完海鲜后每人吃6只[SEP]
4,5,[CLS]就很撑了。
4,5,了。饺子
4,5,。饺子皮偏透明有点像广东的早点虾饺皮。[SEP]
4,5,皮。[SEP]
4,5,。[SEP]
5,0,[CLS]【在
5,0,[CLS]【在襄阳被2块钱的黄酒干倒了】[SEP]
5,0,了】[SEP]
5,0,】[SEP]
5,1,[CLS]    襄阳
5,1,  襄阳老哥的craft_rice_wine。[SEP]
5,1,craft_rice_wine。[SEP]
5,1,。[SEP]
5,2,[CLS]    襄阳
5,2,  襄阳管这个叫黄酒。
5,2,黄酒。是
5,2,。是米发酵做的酒。
5,2,酒。发酵
5,2,。发酵程度和各种微生物的[SEP]
5,3,[CLS]活性不一样，
5,3,不一样，有的
5,3,，有的甜一些，
5,3,一些，有的
5,3,，有的气泡多一次，
5,3,一次，有的
5,3,，有的酸一些。[SEP]
5,3,一些。[SEP]
5,3,。[SEP]
5,4,[CLS]    小
5,4,  小碗1块，
5,4,块，大碗
5,4,，大碗2块。
5,4,块。一般
5,4,。一般面馆都有的饮料。[SEP]
5,4,饮料。[SEP]
5,4,。[SEP]
5,5,[CLS]    但是
5,5,  但是度数高的也有当酒馆的。
5,5,的。我
5,5,。我是被这两块钱的黄酒干倒了。[SEP]
5,5,了。[SEP]
5,5,。[SEP]
6,0,[CLS]    我
6,0,  我小时候基本不着家，
6,0,着家，天天
6,0,，天天和邻居小伙伴们在外面疯玩，
6,0,玩，爬树
6,0,，爬树捉[SEP]
6,1,[CLS]虫下河捞鱼在山坡上跑来跑去到不认识的地方瞎走探险，
6,1,探险，天黑
6,1,，天黑了就一[SEP]
6,2,[CLS]身土回家吃饭，
6,2,吃饭，然后
6,2,，然后洗个澡8点睡觉，
6,2,睡觉，偶尔
6,2,，偶尔也写写作业，
6,2,作业，想
6,2,，想偷懒就不[SEP]
6,3,[CLS]写，
6,3,写，爸妈
6,3,，爸妈从不管，
6,3,管，反正
6,3,，反正第二天挨骂罚站打手心就是。
6,3,就是。我
6,3,。我感觉我爸妈养[SEP]
6,4,[CLS]育我轻松得很。
6,4,得很。想
6,4,。想知道现在的小孩会天天和附近的小孩一起在户外玩[SEP]
6,5,[CLS]耍吗？[SEP]
6,5,吗？[SEP]
6,5,？[SEP]
7,0,[CLS]    韩国
7,0,  韩国警方18日说，
7,0,说，近期
7,0,，近期发生多起持凶器伤人案件后，
7,0,后，警方
7,0,，警方已抓获[SEP]
7,1,[CLS]173名涉嫌在网络上宣称将发动类似袭击的发帖人，
7,1,发帖人，其中
7,1,，其中约半数为青[SEP]
7,2,[CLS]少年。[SEP]
7,2,(青)少年。[SEP]
7,2,。[SEP]
7,3,[CLS]    落网者
7,3,  落网者中约半数为10多岁的青少年，
7,3,青少年，一些
7,3,，一些人甚至不足14周岁，
7,3,周岁，无
7,3,，无[SEP]
7,4,[CLS]法承担刑事责任。
7,4,责任。其中
7,4,。其中，
7,4,其中，一
7,4,，一名11岁小学生15日发帖称将在首尔一场演[SEP]
7,5,[CLS]唱会上持刀行凶，
7,5,行凶，16日
7,5,，16日被警方抓获并移交至首尔家庭法院。[SEP]
7,5,法院。[SEP]
7,5,。[SEP]
8,0,[CLS]    1986年
8,0,  1986年，
8,0,1986年，切尔诺贝利
8,0,，切尔诺贝利核电站爆炸。
8,0,爆炸。三
8,0,。三位工程师贝斯帕洛夫、
8,0,贝斯帕洛夫、阿纳
8,0,、阿纳[SEP]
8,1,[CLS]年科、
8,1,(阿纳)年科、巴拉诺夫
8,1,、巴拉诺夫临危受命，
8,1,临危受命，穿上
8,1,，穿上潜水服与简单的呼吸器，
8,1,呼吸器，打着
8,1,，打着手电筒[SEP]
8,2,[CLS]走过满是水的走廊，
8,2,走廊，将
8,2,，将水阀门打开，
8,2,打开，拯救
8,2,，拯救了全人类。[SEP]
8,2,人类。[SEP]
8,2,。[SEP]
8,3,[CLS]    核电站
8,3,  核电站爆炸五天后，
8,3,天后，科学家
8,3,，科学家发现堆芯一直在熔化，
8,3,熔化，如此
8,3,，如此将会烧到[SEP]
8,4,[CLS]地下室，
8,4,地下室，而
8,4,，而那里还储存着五百万加仑的水。
8,4,水。如果
8,4,。如果两者相触碰，
8,4,触碰，将
8,4,，将导致[SEP]
8,5,[CLS]几兆吨的放射性蒸汽爆炸。[SEP]
8,5,爆炸。[SEP]
8,5,。[SEP]
9,0,[CLS]《奥本海默
9,0,[CLS]《奥本海默》
9,0,奥本海默》剧评
9,0,》剧评[SEP]
9,1,[CLS]    IMAX
9,1,  IMAX胶片机拍出来的1.43:1的全画幅在IMAX_GT得以完美呈现，[SEP]
9,1,呈现，[SEP]
9,1,，[SEP]
9,2,[CLS]观感真的炸裂，
9,2,炸裂，第一次
9,2,，第一次有幸体验能把IMAX_GT荧幕填满的电影，
9,2,电影，也
9,2,，也算[SEP]
9,3,[CLS]是没有辜负我大老远跑去看零点首映场了。
9,3,了。整体
9,3,。整体虽然说以文戏为主，[SEP]
9,3,为主，[SEP]
9,3,，[SEP]
9,4,[CLS]但是节奏毫不拖沓，
9,4,拖沓，非常
9,4,，非常紧凑，
9,4,紧凑，完全
9,4,，完全不会觉得无聊，
9,4,无聊，特别是
9,4,，特别是他们引爆[SEP]
9,5,[CLS]原子弹的时候我真的整个人都在发抖。[SEP]
9,5,发抖。[SEP]
9,5,。[SEP]
10,0,[CLS]    餐品
10,0,  餐品不仅包装得相当漂亮，
10,0,漂亮，没
10,0,，没想到的是味道还非常棒可谓是色味[SEP]
10,1,[CLS]俱佳。
10,1,佳。做法
10,1,。做法保留了食材原有的味道，
10,1,味道，清新
10,1,，清新爽口。
10,1,爽口。而且
10,1,。而且店铺菜品选择非[SEP]
10,2,[CLS]常多，
10,2,多，价格
10,2,，价格也不高。
10,2,高。当然
10,2,。当然骑手小哥送餐也非常有效率，
10,2,效率，下次
10,2,，下次一定会继[SEP]
10,3,[CLS]续光顾，
10,3,光顾，而且
10,3,，而且我要安利给我的小姐妹们。[SEP]
10,3,姐妹们。[SEP]
10,3,。[SEP]
11,0,[CLS]    CINNOResearch
11,0,  CINNOResearch发布研究报告称，
11,0,称，2023年
11,0,，2023年1-6月中国（
11,0,中国（含
11,0,（含中国台[SEP]
11,1,[CLS]湾）
11,1,(台)湾）半导体
11,1,）半导体项目投资金额约8553亿人民币，
11,1,人民币，同比
11,1,，同比下滑22.7%，
11,1,22.7%，全球
11,1,，全球半[SEP]
11,2,[CLS]导体产业仍处于去库存阶段。
11,2,阶段。机构
11,2,。机构预期，
11,2,预期，2023年
11,2,，2023年底以智能手机为代表[SEP]
11,3,[CLS]的下游通信市场和以PC为代表的下游计算机市场，
11,3,市场，库存
11,3,，库存调整可进入尾[SEP]
11,4,[CLS]声，
11,4,(尾)声，伴随
11,4,，伴随汽车电子、
11,4,电子、数据
11,4,、数据中心等场景的增量需求，
11,4,需求，半导体
11,4,，半导体行业有望在[SEP]
11,5,[CLS]2024年上半年逐步实现复苏，
11,5,复苏，从来
11,5,，从来带动产业投资回暖。[SEP]
11,5,回暖。[SEP]
11,5,。[SEP]
12,0,[CLS]    当地
12,0,  当地时间8月21日，
12,0,21日，法官
12,0,，法官对英国护士露西·
12,0,护士·谋杀
12,0,·莱特比谋杀7名婴儿[SEP]
12,1,[CLS]以及试图杀害另外6名婴儿一案做出裁定，
12,1,裁定，判处
12,1,，判处露西终身监禁。[SEP]
12,1,监禁。[SEP]
12,1,。[SEP]
12,2,[CLS]    据
12,2,  据路透社报道，
12,2,报道，现年
12,2,，现年33岁的露西·
12,2,的·是
12,2,·莱特比是英国现代史上杀人最[SEP]
12,3,[CLS]多的儿童连环杀手。
12,3,杀手。2015年
12,3,。2015年6月至2016年6月期间，
12,3,期间，露西·莱特比
12,3,，露西·
12,3,，·通
12,3,·莱特比通[SEP]
12,4,[CLS]过给受害婴儿注射空气、
12,4,空气、胰岛素
12,4,、胰岛素或过量喂奶，
12,4,喂奶，在
12,4,，在英格兰切斯特伯爵夫[SEP]
12,5,[CLS]人医院谋杀了7名婴儿。[SEP]
12,5,婴儿。[SEP]
12,5,。[SEP]
13,0,[CLS]【加拿大
13,0,[CLS]【加拿大不列颠哥伦比亚省41地发布空气质量警报】[SEP]
13,0,警报】[SEP]
13,0,】[SEP]
13,1,[CLS]    当地
13,1,  当地时间20日，
13,1,20日，根据
13,1,，根据加拿大环境部的公告，
13,1,公告，受
13,1,，受林火烟雾影响，
13,1,影响，不
13,1,，不[SEP]
13,2,[CLS]列颠哥伦比亚省41个地区发布空气质量警报。
13,2,警报。空气
13,2,。空气质量恶劣的地区主[SEP]
13,3,[CLS]要在不列颠哥伦比亚省中部和南部，
13,3,南部，加拿大
13,3,，加拿大环境部建议全省居民注意[SEP]
13,4,[CLS]相关影响。
13,4,影响。根据
13,4,。根据警报，
13,4,警报，奥肯娜
13,4,，奥肯娜根谷、
13,4,根谷、阳光
13,4,、阳光海岸、
13,4,海岸、大
13,4,、大温哥华地区、
13,4,地区、弗雷
13,4,、弗雷[SEP]
13,5,[CLS]泽河谷等地区目前天空烟雾弥漫，
13,5,弥漫，细
13,5,，细颗粒物浓度高。[SEP]
13,5,高。[SEP]
13,5,。[SEP]
14,0,[CLS]【俄
14,0,[CLS]【俄乌冲突爆发以来，
14,0,以来，欧洲
14,0,，欧洲追随美国对俄实施多轮严厉制裁】[SEP]
14,0,制裁】[SEP]
14,0,】[SEP]
14,1,[CLS]    近日
14,1,  近日，
14,1,近日，多
14,1,，多家外媒报道称，
14,1,称，对
14,1,，对俄制裁产生的外溢影响令欧洲通胀高[SEP]
14,2,[CLS]企，
14,2,(高)企，经济
14,2,，经济持续承压。
14,2,承压。欧洲
14,2,。欧洲内部对于制裁给自身带来的问题愈发担忧。[SEP]
14,2,担忧。[SEP]
14,2,。[SEP]
14,3,[CLS]    欧盟
14,3,  欧盟统计局7月31日公布的初步数据显示，
14,3,显示，德国
14,3,，德国今年二季度GDP[SEP]
14,4,[CLS]环比零增长，
14,4,增长，不及
14,4,，不及市场此前预期的增长0.1%。
14,4,0.1%。国际
14,4,。国际货币基金组织最新[SEP]
14,5,[CLS]预计，
14,5,预计，2023年
14,5,，2023年德国经济将萎缩0.3%。[SEP]
14,5,0.3%。[SEP]
14,5,。[SEP]
15,0,[CLS]【知乎
15,0,[CLS]【知乎】
15,0,知乎】日本
15,0,】日本在质疑声中宣布8月24日起核污染水排海，
15,0,排海，计划
15,0,，计划排放30[SEP]
15,1,[CLS]年，
15,1,年，如何
15,1,，如何评价？
15,1,评价？又
15,1,？又将造成哪些影响？[SEP]
15,1,影响？[SEP]
15,1,？[SEP]
15,2,[CLS]【知乎
15,2,[CLS]【知乎】
15,2,知乎】一
15,2,】一岁多孩子高铁哭闹遭女子要求闭嘴，
15,2,闭嘴，你
15,2,，你对该事件有哪些看[SEP]
15,3,[CLS]法？[SEP]
15,3,(看)法？[SEP]
15,3,？[SEP]
15,4,[CLS]【知乎
15,4,[CLS]【知乎】
15,4,知乎】虽然
15,4,】虽然单身，
15,4,单身，但
15,4,，但也喜欢节日感，
15,4,节日感，怎样
15,4,，怎样才能过一个有意义的七夕[SEP]
15,5,[CLS]节？[SEP]
15,5,(七夕)节？[SEP]
15,5,？[SEP]
16,0,[CLS]【知乎
16,0,[CLS]【知乎】
16,0,知乎】如何
16,0,】如何评价《
16,0,评价《原神
16,0,《原神》
16,0,原神》枫丹
16,0,》枫丹新出的晶蝶诱捕装置，
16,0,装置，有没有
16,0,，有没有可能它[SEP]
16,1,[CLS]真的会有一点用呢？[SEP]
16,1,呢？[SEP]
16,1,？[SEP]
16,2,[CLS]【知乎
16,2,[CLS]【知乎】
16,2,知乎】打
16,2,】打羽毛球赢了领导，
16,2,领导，领导
16,2,，领导对我说「
16,2,说「看来
16,2,「看来我是真的老喽不中用[SEP]
16,3,[CLS]了」
16,3,了」，这时
16,3,，这时我应该怎么办？[SEP]
16,3,怎么办？[SEP]
16,3,？[SEP]
16,4,[CLS]【知乎
16,4,[CLS]【知乎】
16,4,知乎】如何
16,4,】如何看待央视新闻称「
16,4,称「男性
16,4,「男性驾驶人平均万人的发案率是女性[SEP]
16,5,[CLS]驾驶人的8.8倍」[SEP]
16,5,倍」[SEP]
16,5,」[SEP]
17,0,[CLS]【树洞
17,0,[CLS]【树洞】
17,0,树洞】华子
17,0,】华子有可以打电话或者面试的地方吗？
17,0,吗？宿舍
17,0,？宿舍的公共空间太少[SEP]
17,1,[CLS]了，
17,1,了，实验室
17,1,，实验室也不太方便，
17,1,方便，单人
17,1,，单人研讨间也不行…
17,1,不行……[SEP]
17,1,…[SEP]
17,2,[CLS]【树洞
17,2,[CLS]【树洞】
17,2,树洞】公管
17,2,】公管图书馆其实是一个宝藏图书馆，
17,2,图书馆，里面
17,2,，里面集中陈列了大量社[SEP]
17,3,[CLS]科研究书籍，
17,3,书籍，质量
17,3,，质量比文图高很多。[SEP]
17,3,很多。[SEP]
17,3,。[SEP]
17,4,[CLS]【树洞
17,4,[CLS]【树洞】
17,4,树洞】好想
17,4,】好想退学啊。
17,4,啊。。。现在
17,4,。现在这个专业根本不喜欢，
17,4,喜欢，也
17,4,，也没有任何学[SEP]
17,5,[CLS]下去的动力，
17,5,动力，从
17,5,，从入学的第一天开始就很痛苦。[SEP]
17,5,痛苦。[SEP]
17,5,。[SEP]
18,0,[CLS]    麦当劳
18,0,  麦当劳离我家633m三伏天气不存在距离天气原因导致餐食不热我[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,1,[CLS]就没在这家店点到过热的新鲜餐食买到的都是不知道在加温台上放了[SEP]
18,2,[CLS]多久的残羹冷炙我今天特意备注了要热的热的热的！
18,2,的！其实
18,2,！其实我已经备注[SEP]
18,3,[CLS]很多次了商家依然非常坚持自我！
18,3,自我！我
18,3,！我很欣赏你们[SEP]
19,0,[CLS]    首先
19,0,  首先说下位置是在新东源大厦那个小院里，
19,0,院里，别
19,0,，别走过了是个独立的[SEP]
19,1,[CLS]一层，
19,1,层，蛮
19,1,，蛮好找的。[SEP]
19,1,的。[SEP]
19,1,。[SEP]
19,2,[CLS]    环境
19,2,  环境的话蛮不错的，
19,2,的，还
19,2,，还挺大的位置也比较宽敞还有包间日式推拉[SEP]
19,3,[CLS]门那种，
19,3,那种，其他
19,3,，其他的位置也都有立体的隔断私密性还是比较好的。
19,3,好的。整体
19,3,。整体装[SEP]
19,4,[CLS]修的话就是非常日式居酒屋。
19,4,居酒屋。料理
19,4,。料理口味的话，
19,4,的话，真的
19,4,，真的很不错，
19,4,不错，就是
19,4,，就是实在[SEP]
19,5,[CLS]太多了我们两个女生真吃不下，
19,5,不下，剩
19,5,，剩了好多感觉很浪费。[SEP]
19,5,浪费。[SEP]
19,5,。[SEP]
20,0,[CLS]【酒店
20,0,[CLS]【酒店评价】[SEP]
20,0,评价】[SEP]
20,0,】[SEP]
